UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
8FFBAEB7,AIR JORDAN  MID SE MENS SHOES,vw6Hxn ,"The Air Jordan 1 Mid SE boasts a vibrant, textured upper in a unique colorway, blending premium leather and suede for a luxurious feel.  Its mid-top design offers enhanced ankle support, ideal for both casual wear and light activity.  The iconic Air Jordan silhouette, reimagined with modern flair, appeals to sneakerheads and fashion-conscious individuals.",279940,Nike,"4, 6, 9, 10",Adult
3AED3284,AIR JORDAN  MID SE MENS SHOES,Zn07hL ,"The Air Jordan 1 Mid SE boasts a vibrant, textured upper, blending premium leather and suede for a luxurious feel.  Its bold color blocking and subtly elevated mid-top silhouette offer a stylish update to the iconic design, perfect for the fashion-conscious sneakerhead seeking both comfort and head-turning style.",58340,Nike,"4, 5, 11",Adult
8A1AF8A8,AIR JORDAN  MID SE WOMENS SHOES,4x00SR ,"The Air Jordan 1 Mid SE Women's shoe boasts a sleek, modern silhouette with premium leather and suede overlays.  Its vibrant color-blocking and subtle branding offer a stylish, elevated look perfect for the fashion-conscious woman who appreciates both comfort and iconic design. Ideal for everyday wear or casual outings.",43620,Nike,"6, 9, 11",Adult
2619DEA0,AIR JORDAN  MID SE WOMENS SHOES,p7vt3f ,"These Air Jordan 1 Mid SE Women's shoes boast a sleek, contemporary design with premium leather and suede overlays.  The subtle color blocking and unique stitching detail elevate their style.  Perfect for the fashion-forward woman who appreciates both comfort and iconic sneaker heritage, these shoes effortlessly blend streetwear and sophistication.",469070,Nike,"7, 8, 10",Adult
4DF626F6,AIR JORDAN  MID WOMENS SHOES,BVgBmq ,"These Air Jordan 1 Mid Women's shoes boast a sleek, modern silhouette with premium leather and suede overlays.  The clean color blocking offers versatile styling, perfect for everyday wear or a night out.  Their comfortable mid-top design caters to fashion-conscious women seeking both style and support.",225700,Nike,11,Adult
91493080,AIR JORDAN  RETRO HIGH OG MENS SHOES,VdpsB7 ,"Iconic Air Jordan 1 Retro High OG sneakers command attention with their crisp, clean leather and bold color-blocking.  Premium materials meet timeless design, offering superior comfort and unmatched street style.  A must-have for sneakerheads and basketball enthusiasts alike, these elevate any outfit.",191230,Nike,"4, 8, 9, 10",Adult
E35A857A,AIR JORDAN  RETRO HIGH OG WOMENS SHOES,Xg0Qzb ,"The Air Jordan 1 Retro High OG Women's shoe boasts a striking, high-top silhouette crafted from premium leather.  Its vibrant color blocking and iconic swoosh create a bold statement.  Designed for the fashion-forward woman who appreciates both style and heritage, these sneakers seamlessly blend athletic performance with everyday wearability.",16230,Nike,"4, 7",Adult
FA2F6CB8,AIR JORDAN  ZOOM AIR CMFT  WOMENS SHOES,WxPRKg ,"Experience unparalleled comfort and style with the Air Jordan 1 Zoom CMFT 2.  These women's sneakers boast a sleek, updated silhouette, featuring plush Zoom Air cushioning for all-day wear.  Premium materials and a vibrant color palette make a bold statement, perfect for the fashion-forward woman who demands both comfort and performance.",79050,Nike,"5, 9, 10, 11",Adult
B370FA00,AIR JORDAN  ZOOM CMFT  MENS SHOES,Tw02qw ,"The Air Jordan 1 Zoom CMFT 2 boasts a sleek, modernized silhouette, retaining iconic AJ1 elements.  Premium leather and plush Zoom Air cushioning offer superior comfort and style. Its versatile colorway appeals to sneakerheads and fashion-conscious individuals seeking both performance and aesthetic excellence.  Ideal for everyday wear or casual athletic activities.",29350,Nike,"10, 11",Adult
020D4376,AIR JORDAN  ZOOM CMFT  WOMENS SHOES,1NmSPm ,"Experience unparalleled comfort and style with the Air Jordan 1 Zoom CMFT 2 Women's Shoe.  Its sleek, modern design features a plush Zoom Air unit for responsive cushioning, while premium materials ensure lasting durability.  Ideal for the fashion-forward woman seeking all-day comfort and iconic Air Jordan style.",162450,Nike,"5, 7, 10",Adult
EDF4C4AF,AIR JORDAN  CMFT LOW MENS SHOES,Chz8HV ,"Experience unparalleled comfort and style with the Air Jordan 11 CMFT Low.  Its sleek, low-profile design boasts premium leather and textile uppers, offering breathable support.  The innovative cushioning ensures all-day comfort, perfect for casual wear or a sophisticated street style.  A must-have for discerning sneakerheads.",320460,Nike,9,Adult
2C2562F4,AIR JORDAN  CMFT LOW WOMENS SHOES,kk9grs ,"The Air Jordan 11 CMFT Low, in a sleek grey and white colorway, boasts a luxurious low-top design for women.  Its plush cushioning and breathable mesh offer superior comfort, ideal for everyday wear or casual outings.  The iconic Jordan silhouette is subtly modernized for a sophisticated appeal.",148310,Nike,"9, 11, 12",Adult
E28DAC74,AIR JORDAN  LOW GOLF SHOES,0fSmzT ,"Unleash your inner golfer with the Air Jordan 12 Low Golf Shoes.  Premium leather and a sleek, low-profile design deliver superior comfort and style on the green.  Strategic traction ensures a stable swing, while the iconic Jordan branding adds a touch of championship flair.  Perfect for the discerning golfer seeking performance and prestige.",298640,Nike,4,Adult
18FE5573,AIR JORDAN  RETRO BIG KIDS SHOES,po24DP ,"These Air Jordan 12 Retro Big Kids' Shoes boast a sleek, obsidian upper with crisp white accents, showcasing iconic Jordan branding.  Premium leather and textile materials promise durability and comfort.  Perfect for young athletes or sneakerheads, these shoes blend classic style with modern performance.",374060,Nike,3,Kid
3D0F2DF7,AIR JORDAN  RETRO BIG KIDS SHOES,K3lVGt ,"These Air Jordan 2 Retro Big Kids' shoes boast a sleek, vintage-inspired design with premium leather and a comfortable midsole.  Their clean lines and subtle branding appeal to young sneakerheads seeking classic style with modern comfort, perfect for everyday wear or the court.  A must-have for the discerning young athlete.",346890,Nike,"2, 3",Kid
3B9E6486,AIR JORDAN  RETRO H WINGS MENS SHOES,mVqlM7 ,"The Air Jordan 2 Retro ""Wings"" boasts a luxurious, minimalist design in premium leather, showcasing a sophisticated take on a classic silhouette.  Its clean lines and subtle ""Wings"" branding appeal to discerning sneakerheads and style-conscious individuals seeking a high-end, versatile shoe for everyday wear or special occasions.",86340,Nike,"7, 11",Adult
45637FBF,AIR JORDAN  RETRO LOW MENS SHOES,2Xxjr1 ,"The Air Jordan 2 Retro Low, a sophisticated blend of vintage style and modern comfort, boasts a sleek low-profile design crafted from premium leather.  Its clean lines and subtle branding appeal to discerning sneakerheads seeking a timeless, versatile shoe perfect for everyday wear or elevated casual outings.",155450,Nike,"4, 5, 6, 8, 10",Adult
BE96747D,AIR JORDAN  RETRO LOW MENS SHOES,LVlsNr ,"The Air Jordan 2 Retro Low boasts a sleek, low-profile design with premium leather, showcasing a sophisticated blend of heritage and modern style.  Its clean lines and subtle branding appeal to discerning sneakerheads and fashion-conscious individuals seeking versatile, comfortable footwear for everyday wear or elevated casual occasions.",406540,Nike,8,Adult
89027F35,AIR JORDAN  RETRO LOW WOMENS SHOES,cHpxKX ,"The Air Jordan 2 Retro Low for women boasts a sleek, low-profile design with premium leather, showcasing a sophisticated blend of heritage style and modern comfort.  Its clean lines and subtle branding appeal to fashion-conscious women seeking athletic-inspired elegance for everyday wear or casual outings.",472990,Nike,"5, 8, 11, 12",Adult
A28C05A6,AIR JORDAN  RETRO LOW WOMENS SHOES,PRd1BH ,"The Air Jordan 2 Retro Low for women boasts a sleek, minimalist design with premium leather, showcasing a sophisticated palette.  Its low-profile silhouette offers comfort and style, perfect for everyday wear or elevated casual outings.  The subtle branding ensures a timeless appeal for the fashion-conscious woman.",67880,Nike,12,Adult
4941DA56,AIR JORDAN  RETRO MENS SHOES,F577Gc ,"The Air Jordan 2 Retro boasts a luxurious, minimalist design, showcasing premium leather and subtle perforations for breathability.  Its clean lines and refined color palette appeal to discerning sneakerheads seeking both comfort and iconic style, perfect for everyday wear or a sophisticated casual look.",133360,Nike,"4, 6, 10",Adult
0E41DD09,AIR JORDAN  RETRO WOMENS SHOES,K69kQf ,"The Air Jordan 2 Retro for women boasts a luxurious, supple leather upper in a sophisticated colorway, offering a refined yet athletic aesthetic.  Its sculpted midsole and subtle branding deliver understated elegance, perfect for the fashion-conscious individual who appreciates both style and heritage.  Ideal for everyday wear or elevated casual outings.",164970,Nike,6,Adult
E0CD0C46,AIR JORDAN  RETRO BIG KIDS SHOES,llDR7t ,"The Air Jordan 3 Retro for Big Kids boasts a classic silhouette reimagined with vibrant, modern color-blocking.  Premium leather and textured overlays offer durability and style, while the iconic visible Air cushioning ensures all-day comfort.  Perfect for young athletes and sneakerheads alike, these shoes blend heritage design with contemporary flair.",84180,Nike,"2, 3",Kid
0421F9D8,AIR JORDAN  RETRO WOMENS SHOES,GD1Mwn ,"The Air Jordan 3 Retro for women boasts a sleek, sculpted silhouette in a vibrant, saturated color. Premium leather and suede combine for luxurious comfort and durability.  Its iconic Jumpman branding and visible Air cushioning deliver both style and performance, ideal for the fashion-forward athlete or sneakerhead.",16710,Nike,"4, 5, 6, 8, 9",Adult
1068FDB2,AIR JORDAN  RETRO BIG KIDS SHOES,CV0skX ,"Dominating in a striking black and metallic silver, these Air Jordan 5 Retro Big Kids' shoes boast iconic Jumpman branding and a sleek, futuristic design.  Premium leather and breathable mesh combine for comfort and style, perfect for young sneakerheads seeking bold, high-performance footwear.  A must-have for the next generation of Air Jordan enthusiasts.",447120,Nike,"2, 3",Kid
E242D4E4,AIR JORDAN  RETRO LOW WOMENS SHOES,4hfHPM ,"The Air Jordan 5 Retro Low, a women's sneaker, boasts a sleek, low-profile design with premium leather and breathable mesh.  Its sculpted midsole, iconic Jumpman branding, and vibrant color accents deliver a bold statement. Perfect for the fashion-forward individual seeking both style and comfort.",63850,Nike,"4, 6, 7, 12",Adult
E1105DD9,AIR JORDAN  RETRO SE CRAFT MENS SHOES,MGhD1k ,"Crafted from premium suede and leather, the Air Jordan 5 Retro SE ""Craft"" boasts a luxurious, earthy palette.  Its unique tooling, featuring a translucent outsole and debossed detailing, elevates the iconic silhouette.  Ideal for discerning sneakerheads seeking both style and comfort, these shoes seamlessly blend heritage and modern design.",222530,Nike,"4, 6, 7, 8, 12",Adult
130D1AD6,AIR JORDAN  RETRO BIG KIDS SHOES,6p3kH5 ,"The Air Jordan 6 Retro for big kids boasts a vibrant, sleek design with premium materials and iconic Jumpman branding.  Its sculpted midsole and comfortable cushioning ensure all-day play, while the bold color blocking makes a statement.  Perfect for young athletes and sneakerheads who demand both style and performance.",66950,Nike,1,Kid
F4B30BEA,AIR JORDAN  RETRO BIG KIDS SHOES Y,TYM4KO ,"These Air Jordan 6 Retro Big Kids' shoes boast a vibrant, dynamic design, marrying iconic Air Jordan heritage with modern flair.  Premium leather and a comfortable sole ensure all-day wear for young athletes and sneakerheads.  The bold color blocking and signature details make a statement on and off the court.",377990,Nike,3,Kid
75465518,AIR JORDAN  RETRO BIG KIDS SHOES,wjVXr8 ,"These Air Jordan 7 Retro Big Kids' shoes boast a vibrant, dynamic design featuring a striking color-blocking scheme.  Premium materials promise durability and comfort, ideal for active young athletes.  Their iconic silhouette and Air cushioning ensure both style and performance, making them a must-have for the next generation of Jordan fans.",83130,Nike,3,Kid
B8B41DFE,AIR JORDAN I HIGH G MENS GOLF SHOES,ZgQdl6 ,"Elevate your golf game with the Air Jordan 1 High G, seamlessly blending iconic Air Jordan style with performance-driven golf technology.  Premium leather and a spikeless outsole provide superior comfort and grip on the green, while the high-top design offers enhanced ankle support.  A must-have for the discerning golfer who appreciates both style and function.",153970,Nike,"6, 10",Adult
4598378B,AIR JORDAN LOW SE MENS SHOES,Ljd2gw ,"Sleek and stylish, the Air Jordan Low SE boasts a premium leather upper with subtle perforations for breathability.  Its low-profile design offers comfort and versatility, perfect for everyday wear or casual outings.  The clean colorway and iconic Jumpman logo ensure timeless appeal for the discerning sneakerhead.",177960,Nike,4,Adult
CAE75F45,AIR JORDAN XXXV LUKA BIG KIDS BASKETBALL SHOES,Z6XZgg ,"Dominating the court in style, the Air Jordan XXXV Luka ""Big Kids"" basketball shoes boast a vibrant design, blending performance and Luka Dončić's signature flair.  Engineered for explosive moves, these lightweight kicks feature responsive cushioning and exceptional grip, ideal for young athletes striving for greatness.",342750,Nike,"2, 3",Kid
B0F3847D,AIR JORDAN XXXVII BIG KIDS SHOES,VV9KZw ,"The Air Jordan XXXVII Big Kids' shoe boasts a futuristic, sleek design with vibrant color blocking.  Its lightweight, breathable construction promises superior performance, ideal for young athletes seeking both style and exceptional court agility.  The innovative tooling ensures comfort and responsiveness. A must-have for the next generation of Jordan fans.",292990,Nike,3,Kid
